gene,name,molecule,if_important
3273,SEZ6,gene,0
3274,PHF12,gene,0
3275,DHRS13,gene,0
3276,FLOT2,gene,0
3277,MIR144,gene,0
3278,MIR451,gene,0
3279,ERAL1,gene,0
3280,BC017647,gene,0
3281,TRAF4,gene,0
3282,NEK8,gene,0
3283,TLCD1,gene,0
3284,RPL23A,gene,0
3285,SNORD42A,gene,0
3286,SNORD4A,gene,0
3287,SNORD42B,gene,0
3288,RAB34,gene,0
3289,PROCA1,gene,0
3290,SUPT6H,gene,0
3291,SDF2,gene,0
3292,2610507B11RIK,gene,0
3293,SPAG5,gene,0
3294,ALDOC,gene,0
3295,PIGS,gene,0
3296,UNC119,gene,0
3297,FOXN1,gene,0
3298,GM11194,gene,0
3299,SLC13A2,gene,0
3300,SLC46A1,gene,0
3301,SARM1,gene,0
3302,VTN,gene,0
3303,SEBOX,gene,0
3304,TMEM199,gene,0
3305,POLDIP2,gene,0
3306,TNFAIP1,gene,0
3307,IFT20,gene,0
3308,TMEM97,gene,0
3309,NLK,gene,0
3310,FAM58B,gene,0
3311,1810012P15RIK,gene,0
3312,NOS2,gene,0
3313,LGALS9,gene,1
3314,KSR1,gene,0
3315,GM11201,gene,0
3316,WSB1,gene,0
3317,NF1,gene,0
3318,AU040972,gene,0
3319,OMG,gene,0
3320,EVI2B,gene,0
3321,EVI2A,gene,0
3322,RAB11FIP4,gene,0
3323,GM11202,gene,0
3324,4930542H20RIK,gene,0
3325,MIR193,gene,0
3326,MIR365-2,gene,0
3327,UTP6,gene,0
3328,SUZ12,gene,0
3329,CRLF3,gene,0
3330,ATAD5,gene,0
3331,1110002N22RIK,gene,0
3332,ADAP2,gene,0
3333,RNF135,gene,0
3334,RHOT1,gene,0
3335,RHBDL3,gene,0
3336,5730455P16RIK,gene,0
3337,ZFP207,gene,0
3338,PSMD11,gene,0
3339,CDK5R1,gene,0
3340,MYO1D,gene,0
3341,TMEM98,gene,0
3342,SPACA3,gene,0
3343,ACCN1,gene,0
3344,1700071K01RIK,gene,0
3345,5530401A14RIK,gene,0
3346,CCL2,gene,0
3347,CCL7,gene,0
3348,CCL11,gene,0
3349,CCL12,gene,0
3350,CCL8,gene,0
3351,CCL1,gene,0
3352,TMEM132E,gene,0
3353,GM11426,gene,0
3354,CCT6B,gene,0
3355,ZFP830,gene,0
3356,LIG3,gene,0
3357,RFFL,gene,0
3358,RAD51L3,gene,0
3359,FNDC8,gene,0
3360,NLE1,gene,0
3361,UNC45B,gene,0
3362,1700003F17RIK,gene,0
3363,SLFN5,gene,0
3364,SLFN9,gene,0
3365,SLFN8,gene,0
3366,SLFN10-PS,gene,0
3367,SLFN2,gene,0
3368,SLFN1,gene,0
3369,SLFN4,gene,0
3370,SLFN3,gene,0
3371,AI662270,gene,0
3372,SLFN14-PS,gene,0
3373,AA465934,gene,0
3374,AI450353,gene,0
3375,SNORD7,gene,0
3376,PEX12,gene,0
3377,AP2B1,gene,0
3378,RASL10B,gene,0
3379,GAS2L2,gene,0
3380,1700020L24RIK,gene,0
3381,MMP28,gene,0
3382,TAF15,gene,0
3383,GM11435,gene,0
3384,CCL5,gene,0
3385,CCL9,gene,0
3386,E230016K23RIK,gene,0
3387,CCL6,gene,0
3388,CCL3,gene,0
3389,CCL4,gene,0
3390,GM11428,gene,0
3391,EXPI,gene,0
3392,1100001G20RIK,gene,0
3393,HEATR6,gene,0
3394,HNF1B,gene,0
3395,DDX52,gene,0
3396,SYNRG,gene,0
3397,DUSP14,gene,0
3398,TADA2A,gene,0
3399,GM11437,gene,0
3400,ACACA,gene,0
3401,AATF,gene,0
3402,LHX1,gene,0
3403,1500016L03RIK,gene,0
3404,MRM1,gene,0
3405,DHRS11,gene,0
3406,GGNBP2,gene,0
3407,PIGW,gene,0
3408,MYO19,gene,0
3409,ZNHIT3,gene,0
3410,CAR4,gene,0
3411,USP32,gene,0
3412,1700125H20RIK,gene,0
3413,APPBP2,gene,0
3414,D630032N06RIK,gene,0
3415,PPM1D,gene,0
3416,BCAS3,gene,0
3417,8430403D17RIK,gene,0
3418,TBX2,gene,0
3419,TBX4,gene,0
3420,LOC629393,gene,0
3421,BRIP1,gene,0
3422,INTS2,gene,0
3423,MED13,gene,0
3424,RNFT1,gene,0
3425,RPS6KB1,gene,0
3426,TUBD1,gene,0
3427,VMP1,gene,0
3428,MIR21,gene,0
3429,PTRH2,gene,0
3430,CLTC,gene,0
3431,DHX40,gene,0
3432,YPEL2,gene,0
3433,GDPD1,gene,0
3434,1200011M11RIK,gene,0
3435,PRR11,gene,0
3436,FAM33A,gene,0
3437,MIR301,gene,0
3438,TRIM37,gene,0
3439,PPM1E,gene,0
3440,RAD51C,gene,0
3441,TEX14,gene,0
3442,41156,gene,0
3443,MTMR4,gene,0
3444,HSF5,gene,0
3445,RNF43,gene,0
3446,1110028F11RIK,gene,0
3447,SUPT4H1,gene,0
3448,MIR142,gene,0
3449,BZRAP1,gene,0
3450,MPO,gene,0
3451,LPO,gene,0
3452,MKS1,gene,0
3453,EPX,gene,0
3454,OLFR462,gene,0
3455,OLFR463,gene,0
3456,OLFR464,gene,0
3457,DYNLL2,gene,0
3458,SRSF1,gene,0
3459,VEZF1,gene,0
3460,2210416O15RIK,gene,0
3461,CUEDC1,gene,0
3462,MRPS23,gene,0
3463,1700106J16RIK,gene,0
3464,MSI2,gene,0
3465,MIR378B,gene,0
3466,C030037D09RIK,gene,0
3467,AKAP1,gene,0
3468,4930405P13RIK,gene,0
3469,SCPEP1,gene,1
3470,GM15698,gene,0
3471,2210409E12RIK,gene,0
3472,COIL,gene,0
3473,TRIM25,gene,0
3474,DGKE,gene,0
3475,GM525,gene,0
3476,NOG,gene,0
3477,4932411E22RIK,gene,0
3478,ANKFN1,gene,0
3479,PCTP,gene,0
3480,TMEM100,gene,1
3481,MMD,gene,0
3482,HLF,gene,0
3483,STXBP4,gene,0
3484,COX11,gene,0
3485,TOM1L1,gene,0
3486,4930405D11RIK,gene,0
3487,KIF2B,gene,0
3488,CAR10,gene,1
3489,UTP18,gene,0
3490,MBTD1,gene,0
3491,NME2,gene,0
3492,NME1,gene,0
3493,SPAG9,gene,0
3494,TOB1,gene,0
3495,WFIKKN2,gene,0
3496,LUC7L3,gene,0
3497,ANKRD40,gene,0
3498,ABCC3,gene,0
3499,CACNA1G,gene,0
3500,SPATA20,gene,0
3501,EPN3,gene,0
3502,MYCBPAP,gene,0
3503,RSAD1,gene,0
3504,ACSF2,gene,0
3505,CHAD,gene,0
3506,LRRC59,gene,0
3507,EME1,gene,0
3508,MRPL27,gene,0
3509,XYLT2,gene,0
3510,GM11541,gene,0
3511,GM11545,gene,0
3512,TMEM92,gene,0
3513,GM11544,gene,0
3514,COL1A1,gene,0
3515,SGCA,gene,0
3516,HILS1,gene,0
3517,PPP1R9B,gene,0
3518,SAMD14,gene,1
3519,PDK2,gene,0
3520,ITGA3,gene,0
3521,DLX3,gene,0
3522,DLX4,gene,0
3523,A730090H04RIK,gene,0
3524,TAC4,gene,0
3525,MYST2,gene,0
3526,FAM117A,gene,0
3527,SLC35B1,gene,0
3528,SPOP,gene,0
3529,NXPH3,gene,0
3530,NGFR,gene,1
3531,PHB,gene,0
3532,1110035M17RIK,gene,0
3533,B130006D01RIK,gene,0
3534,ZFP652,gene,0
3535,PHOSPHO1,gene,0
3536,ABI3,gene,0
3537,GNGT2,gene,0
3538,4833417C18RIK,gene,0
3539,B4GALNT2,gene,0
3540,IGF2BP1,gene,0
3541,GIP,gene,0
3542,SNF8,gene,0
3543,UBE2Z,gene,0
3544,ATP5G1,gene,0
3545,CALCOCO2,gene,0
3546,TTLL6,gene,0
3547,HOXB13,gene,0
3548,GM53,gene,0
3549,MIR196A-1,gene,0
3550,HOXB9,gene,0
3551,HOXB8,gene,0
3552,HOXB7,gene,0
3553,HOXB6,gene,0
3554,HOXB5,gene,0
3555,MIR10A,gene,0
3556,HOXB4,gene,0
3557,HOXB3,gene,0
3558,HOXB2,gene,0
3559,HOXB1,gene,0
3560,GM11529,gene,0
3561,SKAP1,gene,0
3562,SNX11,gene,0
3563,CBX1,gene,0
3564,GM11517,gene,0
3565,NFE2L1,gene,0
3566,COPZ2,gene,0
3567,MIR152,gene,0
3568,CDK5RAP3,gene,0
3569,PRR15L,gene,0
3570,PNPO,gene,0
3571,D030028A08RIK,gene,0
3572,SP2,gene,0
3573,SP6,gene,0
3574,SCRN2,gene,0
3575,LRRC46,gene,0
3576,MRPL10,gene,0
3577,OSBPL7,gene,0
3578,TBX21,gene,0
3579,TBKBP1,gene,0
3580,KPNB1,gene,0
3581,NPEPPS,gene,0
3582,MRPL45,gene,0
3583,GPR179,gene,0
3584,SOCS7,gene,0
3585,ARHGAP23,gene,0
3586,SRCIN1,gene,0
3587,2410003L11RIK,gene,0
3588,E130012A19RIK,gene,0
3589,MLLT6,gene,0
3590,CISD3,gene,0
3591,PCGF2,gene,0
3592,PSMB3,gene,0
3593,PIP4K2B,gene,0
3594,CWC25,gene,0
3595,1700001P01RIK,gene,0
3596,RPL23,gene,0
3597,SNORA21,gene,0
3598,LASP1,gene,0
3599,B230217C12RIK,gene,0
3600,FBXO47,gene,0
3601,PLXDC1,gene,0
3602,ARL5C,gene,0
3603,CACNB1,gene,0
3604,RPL19,gene,0
3605,STAC2,gene,1
3606,FBXL20,gene,0
3607,MED1,gene,0
3608,CDK12,gene,0
3609,MIR5119,gene,0
3610,NEUROD2,gene,0
3611,PPP1R1B,gene,0
3612,1700003D09RIK,gene,0
3613,STARD3,gene,0
3614,TCAP,gene,0
3615,PNMT,gene,0
3616,PGAP3,gene,0
3617,ERBB2,gene,0
3618,1810046J19RIK,gene,0
3619,GRB7,gene,0
3620,IKZF3,gene,0
3621,ZPBP2,gene,0
3622,ORMDL3,gene,0
3623,GM12,gene,0
3624,GSDMA3,gene,0
3625,GSDMA2,gene,0
3626,GSDMA,gene,0
3627,PSMD3,gene,0
3628,CSF3,gene,0
3629,MED24,gene,0
3630,THRA,gene,1
3631,NR1D1,gene,0
3632,MSL1,gene,0
3633,GM12359,gene,0
3634,CASC3,gene,0
3635,RAPGEFL1,gene,0
3636,WIPF2,gene,0
3637,CDC6,gene,0
3638,RARA,gene,0
3639,GJD3,gene,0
3640,TOP2A,gene,0
3641,IGFBP4,gene,0
3642,TNS4,gene,0
3643,CCR7,gene,0
3644,SMARCE1,gene,0
3645,KRT222,gene,0
3646,KRT24,gene,0
3647,KRT25,gene,0
3648,KRT26,gene,0
3649,KRT27,gene,1
3650,KRT28,gene,0
3651,KRT10,gene,0
3652,KRT12,gene,0
3653,KRT20,gene,0
3654,KRT23,gene,0
3655,KRT39,gene,0
3656,KRT40,gene,0
3657,KRTAP3-3,gene,0
3658,KRTAP3-2,gene,0
3659,KRTAP3-1,gene,0
3660,KRTAP1-5,gene,0
3661,KRTAP1-4,gene,0
3662,KRTAP1-3,gene,0
3663,KRTAP9-3,gene,0
3664,GM11938,gene,0
3665,GM11937,gene,0
3666,KRTAP2-4,gene,0
3667,GM11562,gene,0
3668,KRTAP4-1,gene,0
3669,KRTAP4-2,gene,0
3670,KRTAP4-7,gene,0
3671,GM11563,gene,0
3672,KRTAP4-6,gene,0
3673,GM11595,gene,0
3674,KRTAP4-8,gene,0
3675,KRTAP4-9,gene,0
3676,GM11596,gene,0
3677,KRTAP4-13_LOC1,gene,0
3678,GM11554,gene,0
3679,GM11569,gene,0
3680,KRTAP4-13_LOC2,gene,0
3681,GM11564,gene,0
3682,2300003K06RIK,gene,0
3683,KRTAP4-16,gene,0
3684,GM11568,gene,0
3685,GM11559,gene,0
3686,KRTAP9-1,gene,0
3687,GM11567,gene,0
3688,KRTAP31-1,gene,0
3689,GM11565,gene,0
3690,KRTAP31-2,gene,0
3691,KRTAP9-5,gene,0
3692,GM11570,gene,0
3693,KRTAP17-1,gene,0
3694,KRT33A,gene,0
3695,KRT33B,gene,0
3696,KRT34,gene,0
3697,KRT31,gene,0
3698,KRT32,gene,0
3699,KRT35,gene,0
3700,KRT36,gene,0
3701,KRT13,gene,0
3702,KRT15,gene,0
3703,KRT19,gene,0
3704,KRT9,gene,0
3705,KRT14,gene,0
3706,KRT16,gene,0
3707,KRT17,gene,0
3708,KRT42,gene,0
3709,EIF1,gene,0
3710,GAST,gene,0
3711,HAP1,gene,0
3712,JUP,gene,0
3713,LEPREL4,gene,0
3714,FKBP10,gene,0
3715,NT5C3L,gene,0
3716,KLHL10,gene,0
3717,KLHL11,gene,0
3718,ACLY,gene,0
3719,TTC25,gene,0
3720,CNP,gene,0
3721,DNAJC7,gene,0
3722,NKIRAS2,gene,0
3723,ZFP385C,gene,0
3724,DHX58,gene,0
3725,KAT2A,gene,0
3726,HSPB9,gene,0
3727,RAB5C,gene,0
3728,KCNH4,gene,0
3729,HCRT,gene,0
3730,GHDC,gene,0
3731,STAT5B,gene,0
3732,STAT5A,gene,0
3733,STAT3,gene,0
3734,PTRF,gene,0
3735,ATP6V0A1,gene,0
3736,NAGLU,gene,0
3737,HSD17B1,gene,0
3738,COASY,gene,0
3739,MLX,gene,0
3740,PSMC3IP,gene,0
3741,FAM134C,gene,0
3742,TUBG1,gene,0
3743,TUBG2,gene,0
3744,PLEKHH3,gene,0
3745,CCR10,gene,0
3746,CNTNAP1,gene,0
3747,EZH1,gene,0
3748,RAMP2,gene,0
3749,VPS25,gene,0
3750,WNK4,gene,0
3751,CCDC56,gene,0
3752,CNTD1,gene,0
3753,BECN1,gene,0
3754,PSME3,gene,0
3755,AOC2,gene,0
3756,AOC3,gene,0
3757,G6PC,gene,0
3758,AARSD1,gene,0
3759,1700113I22RIK,gene,0
3760,RUNDC1,gene,0
3761,RPL27,gene,0
3762,IFI35,gene,0
3763,VAT1,gene,0
3764,RND2,gene,0
3765,BRCA1,gene,0
3766,NBR1,gene,0
3767,TMEM106A,gene,0
3768,LOC666331,gene,0
3769,RDM1,gene,0
3770,ARL4D,gene,0
3771,DHX8,gene,0
3772,ETV4,gene,0
3773,MEOX1,gene,0
3774,4930417O22RIK,gene,0
3775,SOST,gene,0
3776,DUSP3,gene,0
3777,1700006E09RIK,gene,0
3778,MPP3,gene,0
3779,CD300LG,gene,0
3780,MPP2,gene,0
3781,PPY,gene,0
3782,PYY,gene,0
3783,NAGS,gene,0
3784,TMEM101,gene,0
3785,LSM12,gene,0
3786,G6PC3,gene,0
3787,HDAC5,gene,0
3788,BC030867,gene,0
3789,ASB16,gene,0
3790,TMUB2,gene,0
3791,ATXN7L3,gene,0
3792,UBTF,gene,0
3793,SLC4A1,gene,0
3794,RUNDC3A,gene,0
3795,SLC25A39,gene,0
3796,GRN,gene,0
3797,FAM171A2,gene,0
3798,ITGA2B,gene,0
3799,GPATCH8,gene,0
3800,GM11627,gene,0
3801,FZD2,gene,0
3802,2810433D01RIK,gene,0
3803,GM1564,gene,0
3804,CCDC43,gene,0
3805,ADAM11,gene,0
3806,GJC1,gene,0
3807,HIGD1B,gene,0
3808,EFTUD2,gene,0
3809,CCDC103,gene,0
3810,FAM187A,gene,0
3811,GFAP,gene,0
3812,KIF18B,gene,0
3813,C1QL1,gene,0
3814,2410004I01RIK,gene,0
3815,DCAKD,gene,0
3816,NMT1,gene,0
3817,PLCD3,gene,0
3818,ACBD4,gene,0
3819,HEXIM1,gene,0
3820,HEXIM2,gene,0
3821,FMNL1,gene,0
3822,1700023F06RIK,gene,0
3823,4933400C05RIK,gene,0
3824,MAP3K14,gene,0
3825,ARHGAP27_LOC2,gene,0
3826,ARHGAP27_LOC1,gene,0
3827,GM11648,gene,0
3828,PLEKHM1,gene,0
3829,GM884,gene,0
3830,LYZL6,gene,0
3831,RPRML,gene,0
3832,GOSR2,gene,0
3833,WNT9B,gene,0
3834,WNT3,gene,0
3835,NSF,gene,0
3836,ARF2,gene,0
3837,CRHR1,gene,0
3838,4933407P14RIK,gene,0
3839,MAPT,gene,0
3840,1700081L11RIK,gene,0
3841,CDC27,gene,0
3842,MYL4,gene,0
3843,ITGB3,gene,0
3844,EFCAB3,gene,0
3845,METTL2,gene,0
3846,1700052K11RIK,gene,0
3847,TLK2,gene,0
3848,MRC2,gene,0
3849,40978,gene,0
3850,TANC2,gene,0
3851,CYB561,gene,0
3852,ACE,gene,0
3853,KCNH6,gene,0
3854,DCAF7,gene,0
3855,TACO1,gene,0
3856,MAP3K3,gene,0
3857,LIMD2,gene,0
3858,STRADA,gene,0
3859,CCDC47,gene,0
3860,DDX42,gene,0
3861,FTSJ3,gene,0
3862,PSMC5,gene,0
3863,SMARCD2,gene,0
3864,TCAM1,gene,0
3865,GH,gene,0
3866,CD79B,gene,0
3867,SCN4A,gene,0
3868,2310007L24RIK,gene,0
3869,ICAM2,gene,0
3870,ERN1,gene,0
3871,SNORD104,gene,0
3872,TEX2,gene,0
3873,PECAM1,gene,0
3874,GM885,gene,0
3875,POLG2,gene,0
3876,DDX5,gene,0
3877,MIR3064,gene,0
3878,CCDC45,gene,0
3879,SMURF2,gene,0
3880,KPNA2,gene,0
3881,1810010H24RIK,gene,0
3882,BPTF,gene,0
3883,NOL11,gene,0
3884,PITPNC1,gene,0
3885,PSMD12,gene,0
3886,HELZ,gene,0
3887,CACNG1,gene,0
3888,CACNG4,gene,0
3889,CACNG5,gene,0
3890,PRKCA,gene,1
3891,APOH,gene,0
3892,CCDC46,gene,0
3893,AXIN2,gene,0
3894,E030025P04RIK,gene,0
3895,RGS9,gene,0
3896,1700096J18RIK,gene,0
3897,GM11696,gene,0
3898,GNA13,gene,0
3899,AMZ2,gene,0
3900,LOC100503496,gene,0
3901,SLC16A6,gene,0
3902,ARSG,gene,0
3903,WIPI1,gene,0
3904,PRKAR1A,gene,0
3905,FAM20A,gene,0
3906,1700012B07RIK,gene,0
3907,1700023C21RIK,gene,0
3908,ABCA8B,gene,0
3909,ABCA8A,gene,0
3910,ABCA9,gene,0
3911,ABCA6,gene,0
3912,ABCA5,gene,0
3913,MAP2K6,gene,0
3914,KCNJ16,gene,0
3915,KCNJ2,gene,0
3916,BC006965,gene,0
3917,SOX9,gene,0
3918,2610035D17RIK,gene,0
3919,4732490B19RIK,gene,0
3920,SLC39A11,gene,0
3921,SSTR2,gene,1
3922,COG1,gene,0
3923,D11WSU99E,gene,0
3924,D11WSU47E,gene,0
3925,CPSF4L,gene,0
3926,CDC42EP4,gene,0
3927,SDK2,gene,0
3928,1700092K14RIK,gene,0
3929,4932435O22RIK,gene,0
3930,RPL38,gene,0
3931,TTYH2,gene,0
3932,DNAIC2,gene,0
3933,KIF19A,gene,0
3934,BTBD17,gene,0
3935,GPR142,gene,0
3936,GPRC5C,gene,0
3937,CD300A,gene,0
3938,CD300LB,gene,0
3939,CD300C,gene,0
3940,CD300LD,gene,0
3941,AF251705,gene,0
3942,GM11711_LOC1,gene,0
3943,GM11710_LOC1,gene,0
3944,GM11711_LOC2,gene,0
3945,GM11710_LOC2,gene,0
3946,CD300LH,gene,0
3947,CD300E,gene,0
3948,RAB37,gene,0
3949,CD300LF,gene,0
3950,SLC9A3R1,gene,0
3951,NAT9,gene,0
3952,TMEM104,gene,0
3953,GRIN2C,gene,0
3954,FDXR,gene,0
3955,FADS6,gene,0
3956,OTOP2,gene,0
3957,USH1G,gene,0
3958,OTOP3,gene,0
3959,C630004H02RIK,gene,0
3960,CDR2L,gene,0
3961,ICT1,gene,0
3962,ATP5H,gene,0
3963,KCTD2,gene,0
3964,4933422H20RIK,gene,0
3965,MIR3968,gene,0
3966,SLC16A5,gene,0
3967,ARMC7,gene,0
3968,NT5C,gene,0
3969,HN1,gene,0
3970,SUMO2,gene,0
3971,MIR684-1_LOC1,gene,0
3972,NUP85,gene,0
3973,GGA3,gene,0
3974,MRPS7,gene,0
3975,MIF4GD,gene,0
3976,SLC25A19,gene,0
3977,GRB2,gene,0
3978,2310067B10RIK,gene,0
3979,CASKIN2,gene,0
3980,TSEN54,gene,0
3981,LLGL2,gene,0
3982,RECQL5,gene,0
3983,2210020M01RIK,gene,1
3984,1110017F19RIK,gene,0
3985,SAP30BP,gene,0
3986,ITGB4,gene,0
3987,GALK1,gene,0
3988,H3F3B,gene,0
3989,UNK,gene,0
3990,UNC13D,gene,0
3991,WBP2,gene,0
3992,TRIM47,gene,0
3993,TRIM65,gene,0
3994,MRPL38,gene,0
3995,FBF1,gene,0
3996,ACOX1,gene,0
3997,2310004N24RIK,gene,0
3998,CDK3-PS,gene,0
3999,EVPL,gene,0
4000,SRP68,gene,0
4001,GALR2,gene,0
4002,EXOC7,gene,0
4003,FOXJ1,gene,0
4004,RNF157,gene,0
4005,FAM100B,gene,0
4006,GM7367,gene,0
4007,QRICH2,gene,0
4008,PRPSAP1,gene,0
4009,SPHK1,gene,0
4010,UBE2O,gene,0
4011,AANAT,gene,0
4012,RHBDF2,gene,0
4013,CYGB,gene,0
4014,GM11744,gene,0
4015,1810032O08RIK,gene,0
4016,SNORD1C,gene,0
4017,SNORD1B,gene,0
4018,SNORD1A,gene,0
4019,ST6GALNAC2,gene,0
4020,BC018473,gene,0
4021,ST6GALNAC1,gene,0
4022,MXRA7,gene,0
4023,JMJD6,gene,0
4024,1110005A03RIK,gene,0
4025,SRSF2,gene,0
4026,MFSD11,gene,0
4027,MGAT5B,gene,0
4028,2810008D09RIK,gene,0
4029,SEC14L1,gene,0
4030,41161,gene,0
4031,2900041M22RIK,gene,0
4032,TNRC6C,gene,0
4033,TMC6,gene,0
4034,TMC8,gene,0
4035,6030468B19RIK,gene,0
4036,SYNGR2,gene,0
4037,TK1,gene,0
4038,AFMID,gene,0
4039,BIRC5,gene,0
4040,CLDN27,gene,0
4041,THA1,gene,0
4042,SOCS3,gene,0
4043,PGS1,gene,0
4044,DNAHC17,gene,0
4045,CYTH1,gene,0
4046,USP36,gene,0
4047,TIMP2,gene,0
4048,BC100451,gene,0
4049,LGALS3BP,gene,0
4050,CANT1,gene,0
4051,C1QTNF1,gene,0
4052,GM11747,gene,0
4053,ENGASE,gene,0
4054,RBFOX3,gene,0
4055,ENPP7,gene,0
4056,CBX2,gene,0
4057,CBX8,gene,0
4058,CBX4,gene,0
4059,TBC1D16,gene,0
4060,CCDC40,gene,0
4061,GAA,gene,0
4062,EIF4A3,gene,0
4063,CARD14,gene,0
4064,SGSH,gene,0
4065,SLC26A11,gene,0
4066,MIR1932,gene,0
4067,A730011L01RIK,gene,0
4068,NPTX1,gene,0
4069,GM11762,gene,0
4070,RPTOR,gene,0
4071,A430071A18RIK,gene,0
4072,CHMP6,gene,0
4073,BAIAP2,gene,0
4074,AATK,gene,0
4075,MIR338,gene,0
4076,MIR3065,gene,0
4077,AZI1,gene,0
4078,2410002I01RIK,gene,0
4079,1810043H04RIK,gene,0
4080,SLC38A10,gene,0
4081,2810410L24RIK,gene,0
4082,BAHCC1,gene,0
4083,ACTG1,gene,1
4084,0610009L18RIK,gene,0
4085,FSCN2,gene,0
4086,2310003H01RIK,gene,0
4087,NPLOC4,gene,0
4088,TSPAN10,gene,0
4089,PDE6G,gene,0
4090,1810049H13RIK,gene,0
4091,CCDC137,gene,0
4092,ARL16,gene,0
4093,HGS,gene,0
4094,MRPL12,gene,0
4095,SLC25A10,gene,0
4096,GCGR,gene,0
4097,FAM195B,gene,0
4098,PPP1R27,gene,0
4099,P4HB,gene,0
4100,ARHGDIA,gene,0
4101,ALYREF,gene,0
4102,ANAPC11,gene,0
4103,NPB,gene,0
4104,PCYT2,gene,0
4105,SIRT7,gene,0
4106,MAFG,gene,0
4107,PYCR1,gene,0
4108,MYADML2,gene,0
4109,NOTUM,gene,0
4110,ASPSCR1,gene,0
4111,STRA13,gene,0
4112,LRRC45,gene,0
4113,RAC3,gene,0
4114,DCXR,gene,0
4115,CBR2,gene,0
4116,RFNG,gene,0
4117,GPS1,gene,0
4118,DUS1L,gene,0
4119,FASN,gene,0
4120,CCDC57,gene,0
4121,SLC16A3,gene,0
4122,CSNK1D,gene,0
4123,CD7,gene,0
4124,SECTM1B,gene,0
4125,SECTM1A,gene,0
4126,TEX19.2,gene,0
4127,TEX19.1,gene,0
4128,UTS2R,gene,0
4129,1110031I02RIK,gene,0
4130,HEXDC,gene,0
4131,BC017643,gene,0
4132,NARF,gene,0
4133,FOXK2,gene,0
4134,WDR45L,gene,0
4135,RAB40B,gene,0
4136,FN3KRP,gene,0
4137,FN3K,gene,0
4138,TBCD,gene,0
4139,ZFP750,gene,0
4140,B3GNTL1,gene,0
4141,METRNL,gene,0
4142,PTCHD3,gene,0
4143,1700012B15RIK,gene,0
4144,RAB10,gene,0
4145,KIF3C,gene,0
4146,1110002L01RIK,gene,0
4147,ASXL2,gene,0
4148,DTNB,gene,0
4149,DNMT3A,gene,0
4150,GM10485,gene,0
4151,POMC,gene,0
4152,EFR3B,gene,0
4153,DNAJC27,gene,0
4154,ADCY3,gene,0
4155,CENPO,gene,0
4156,2410017P09RIK,gene,0
4157,NCOA1,gene,0
4158,ITSN2,gene,0
4159,4930417G10RIK,gene,0
4160,A830093I24RIK,gene,0
4161,PFN4,gene,0
4162,GM6682,gene,1
4163,0610009D07RIK,gene,0
4164,FKBP1B,gene,0
4165,BC068281,gene,0
4166,MFSD2B,gene,0
4167,UBXN2A,gene,0
4168,ATAD2B,gene,0
4169,KLHL29,gene,0
4170,2810032G03RIK,gene,0
4171,1700101O22RIK,gene,0
4172,APOB,gene,0
4173,1110057K04RIK,gene,0
4174,GDF7,gene,0
4175,HS1BP3,gene,0
4176,RHOB,gene,0
4177,SLC7A15,gene,0
4178,PUM2,gene,0
4179,SDC1,gene,0
4180,LAPTM4A,gene,0
4181,MATN3,gene,0
4182,WDR35,gene,0
4183,TTC32,gene,0
4184,1700022H16RIK,gene,0
4185,OSR1,gene,0
4186,NT5C1B,gene,0
4187,RDH14,gene,0
4188,7420701I03RIK,gene,0
4189,KCNS3,gene,0
4190,MSGN1,gene,0
4191,GEN1,gene,0
4192,SMC6,gene,0
4193,VSNL1,gene,1
4194,4930511A02RIK,gene,0
4195,RAD51AP2,gene,0
4196,TUBB2A-PS2,gene,0
4197,FAM49A,gene,0
4198,4921511I17RIK,gene,0
4199,MYCN,gene,0
4200,DDX1,gene,0
4201,NBAS,gene,0
4202,FAM84A,gene,0
4203,GM16497,gene,0
4204,4930448C13RIK,gene,0
4205,TRIB2,gene,0
4206,LPIN1,gene,0
4207,NTSR2,gene,0
4208,GREB1,gene,0
4209,E2F6,gene,0
4210,ROCK2,gene,0
4211,PQLC3,gene,0
4212,2410004P03RIK,gene,0
4213,KCNF1,gene,0
4214,PDIA6,gene,0
4215,ATP6V1C2,gene,0
4216,NOL10,gene,0
4217,MIR3066,gene,0
4218,ODC1,gene,0
4219,HPCAL1,gene,0
4220,5730507C01RIK,gene,0
4221,1700030C10RIK,gene,0
4222,ASAP2,gene,0
4223,ITGB1BP1,gene,0
4224,CPSF3,gene,0
4225,IAH1,gene,0
4226,ADAM17,gene,0
4227,YWHAQ,gene,0
4228,2410018L13RIK,gene,0
4229,TAF1B,gene,0
4230,GRHL1,gene,0
4231,KLF11,gene,0
4232,CYS1,gene,0
4233,RRM2,gene,0
4234,MBOAT2,gene,0
4235,KIDINS220,gene,0
4236,ID2,gene,0
4237,GM17746,gene,0
4238,RNF144A,gene,0
4239,RSAD2,gene,0
4240,CMPK2,gene,0
4241,GM20187,gene,0
4242,GM9866,gene,0
4243,SOX11,gene,0
4244,DCDC2C,gene,0
4245,ALLC,gene,0
4246,COLEC11,gene,0
4247,RPS7,gene,0
4248,RNASEH1,gene,0
4249,ADI1,gene,0
4250,TTC15,gene,0
4251,TSSC1,gene,0
4252,MYT1L,gene,0
4253,C630031E19,gene,0
4254,PXDN,gene,0
4255,TPO,gene,0
4256,SNTG2,gene,0
4257,2310016D03RIK,gene,0
4258,TMEM18,gene,0
